latitude,longitude,price,minimum_nights,room_type,neighbourhood
40.69467,-73.91444,175,4,0,28
40.66198,-73.99785,69,5,0,190
40.66719,-73.98957,250,7,0,182
40.6075,-73.96763,55,1,1,89
40.80392,-73.94685,75,3,1,94
40.84996,-73.93937,50,5,1,206
40.78818,-73.96928,144,2,0,202
40.7661,-73.95419,118,3,0,201
40.71642,-73.95298,90,1,1,214
40.76015,-73.98497,890,1,0,191
40.85487,-73.93777,115,7,0,206
40.79616,-73.93343,55,5,1,61
40.77904,-73.98786,180,3,0,202
40.74648,-73.99286,40,3,1,34
40.80672,-73.96547,150,4,0,130
40.80608,-73.96397,189,10,0,130
40.68252,-73.96664,100,6,0,41
40.80238,-73.96737,140,1,0,202
40.70248,-73.93225,75,1,1,28
40.71638,-74.00419,120,5,1,37
40.7844,-73.9485,70,3,1,201
40.69592,-73.94765,168,3,0,13
40.68153,-73.96669,126,1,0,158
40.75843,-73.96265,195,1,0,127
40.72342,-73.99108,118,1,1,119
40.82622,-73.93489,50,1,1,94
40.81056,-73.943,140,2,0,94
40.66906,-73.87805,55,7,1,63
40.66178,-73.9505,175,1,0,159
40.69394,-73.96918,158,2,0,41
40.75501,-73.93455,38,1,1,117
40.76321,-73.98775,160,5,0,95
40.67923,-74.00651,65,1,1,162
40.81865,-73.93014,107,2,0,134
40.83554,-73.93849,80,1,1,206
40.69252,-73.89533,150,3,0,84
40.63088,-73.96113,102,2,0,74
40.76326,-73.98582,179,2,0,95
40.67963,-73.9375,140,3,0,13
40.76228,-73.99027,199,3,0,95
40.6001,-73.94974,199,3,0,175
40.72292,-74.00456,300,1,0,178
40.67655,-73.97697,200,3,0,151
40.73128,-74.00475,179,3,0,209
40.65516,-73.97633,184,5,0,216
40.6188,-73.95417,54,2,1,128
40.78833,-73.94888,299,1,1,61
40.72744,-73.98336,190,2,0,64
40.69935,-73.93713,60,2,1,28
40.77401,-73.99056,155,4,0,202
40.72007,-73.99695,250,1,0,115
40.73525,-74.00217,165,10,0,209
40.8183,-73.91938,150,5,0,124
40.71032,-73.95687,65,2,1,214
40.71287,-73.96325,200,3,0,214
40.63676,-73.97448,54,7,1,108
40.80372,-73.95266,82,2,1,94
40.69068,-73.91418,70,1,1,28
40.71861,-73.94362,175,1,2,214
40.72975,-74.0042,170,2,0,209
40.77987,-73.90309,75,7,0,54
40.71972,-73.99438,149,5,0,145
40.68447,-73.9543,275,3,0,13
40.70905,-73.95315,90,3,1,214
40.58363,-73.93553,260,7,0,175
40.70874,-73.95873,70,2,2,214
40.77556,-73.9483,275,2,0,201
40.74349,-73.97577,90,5,1,112
40.68709,-73.95444,125,3,0,13
40.75003,-73.99647,109,2,0,34
40.68165,-73.93267,135,5,0,13
40.70385,-73.92513,40,2,1,28
40.68171,-73.92085,110,10,0,13
40.70628,-73.9379,190,1,0,214
40.73529,-73.90219,65,4,1,123
40.74588,-73.95377,90,5,0,117
40.72214,-73.94835,450,1,0,91
40.7319,-74.00489,175,1,0,209
40.66925,-73.92663,65,2,1,51
40.67087,-73.91293,65,2,0,26
40.69543,-73.94448,200,2,1,13
40.63116,-74.12278,49,2,1,207
40.62611,-74.02213,90,1,0,7
40.74491,-73.99536,175,1,1,34
40.72189,-73.9941,199,7,0,145
40.6569,-73.95703,50,2,1,159
40.68195,-73.95328,165,3,0,13
40.69256,-73.96058,35,1,1,13
40.69149,-73.92536,350,7,0,28
40.67758,-73.90841,59,1,1,13
40.71919,-73.99208,200,1,1,119
40.7715,-73.9877,240,3,0,202
40.72574,-73.93785,60,5,1,91
40.68844,-73.95442,111,2,0,13
40.7576,-73.92698,130,4,0,4
40.6835,-73.957,130,2,0,13
40.80782,-73.94132,278,3,0,94
40.67835,-74.01394,100,1,1,162
40.77098,-73.95034,153,1,0,201
40.73082,-73.98693,160,2,0,64
40.68848,-73.99009,65,2,1,19
40.81447,-73.94721,165,7,0,94
40.64747,-73.95189,225,3,0,60
40.79415,-73.94156,90,4,1,61
40.82265,-73.94501,95,2,1,94
40.72625,-73.98625,169,1,0,64
40.66324,-73.95963,40,2,1,159
40.65924,-73.94959,125,2,0,159
40.68582,-73.92963,66,1,1,13
40.72004,-73.98896,257,3,0,119
40.80691,-73.94626,98,7,1,94
40.73532,-74.0031,170,3,0,209
40.67937,-73.98126,40,7,1,151
40.71505,-73.94403,75,3,1,214
40.70158,-73.91851,130,1,0,28
40.67587,-73.93175,130,3,0,51
40.79729,-73.93537,49,7,1,61
40.70338,-73.91006,40,5,1,166
40.67882,-73.94941,120,2,0,13
40.63452,-74.11707,45,2,1,207
40.73675,-73.95382,150,3,0,91
40.72812,-73.97966,147,2,0,64
40.7077,-73.95332,65,2,1,214
40.71747,-73.96142,190,4,0,214
40.63188,-73.93248,77,2,1,76
40.62857,-73.94828,78,2,0,128
40.86139,-73.92744,60,1,1,103
40.66941,-73.93849,245,4,0,51
40.63813,-73.96592,120,5,0,74
40.7138,-73.94581,74,1,0,214
40.72872,-73.98639,155,2,0,64
40.70403,-73.91276,225,2,0,28
40.68673,-73.96252,200,2,0,41
40.8639,-73.92808,225,3,0,103
40.74392,-73.9946,250,4,0,34
40.71829,-73.95819,109,3,1,214
40.73035,-73.9845,295,5,0,64
40.68906,-73.97872,125,4,0,80
40.65549,-73.96183,189,3,0,159
40.71623,-73.94328,70,1,1,214
40.72778,-73.98936,95,4,1,64
40.72803,-73.98853,80,1,1,64
40.72473,-73.95199,165,2,0,91
40.68583,-73.94112,83,1,0,13
40.71199,-73.95581,80,3,1,214
40.70952,-73.95078,80,3,1,214
40.71523,-73.95503,199,3,0,214
40.71498,-73.94207,75,7,1,214
40.66083,-73.96247,52,1,1,159
40.75367,-73.9289,65,5,1,117
40.76552,-73.98498,300,6,0,95
40.73254,-73.98207,100,3,1,86
40.75673,-73.99362,170,2,0,95
40.74676,-73.99562,199,4,0,34
40.71353,-73.96216,125,2,0,214
40.69156,-73.94846,30,4,1,13
40.6834,-73.93648,119,2,0,13
40.74235,-73.97971,150,5,1,112
40.84332,-73.94131,50,1,1,206
40.68084,-73.94779,115,2,0,13
40.75704,-73.92135,60,1,1,4
40.65685,-73.95287,90,1,1,159
40.68282,-73.99774,160,5,0,31
40.78406,-73.98431,125,1,0,202
40.80015,-73.94043,100,2,0,61
40.72301,-73.98347,125,4,1,64
40.82168,-73.95161,199,3,0,94
40.76054,-73.96425,75,5,1,127
40.79322,-73.96726,200,5,0,202
40.81251,-73.95102,100,6,0,94
40.67055,-73.93233,48,3,0,51
40.83113,-73.94924,125,1,0,94
40.82621,-73.94596,72,3,1,94
40.80942,-73.93701,50,3,0,61
40.65894,-73.95947,75,2,1,159
40.63933,-73.88221,250,3,0,30
40.76836,-73.91405,115,5,0,4
40.69417,-73.94873,92,2,0,13
40.68922,-73.94626,111,3,0,13
40.76616,-73.91332,90,2,0,4
40.71044,-73.953,110,1,0,214
40.69006,-73.95127,200,2,0,13
40.78866,-73.9507,250,1,0,61
40.81192,-73.95239,79,5,1,94
40.7014,-73.91798,80,2,1,28
40.71324,-73.99881,410,3,0,37
40.67335,-73.96763,121,9,0,158
40.62896,-73.97494,70,1,1,108
40.78468,-73.97137,300,1,0,202
40.76832,-73.93576,84,1,0,4
40.64495,-73.9576,95,3,0,74
40.72625,-73.98404,80,1,1,64
40.7625,-73.98802,250,3,0,95
40.6862,-73.97184,150,3,0,80
40.68499,-73.97403,239,3,0,80
40.68781,-73.99415,160,4,0,43
40.76392,-73.98805,155,1,0,95
40.8453,-73.93795,52,5,1,206
40.65966,-73.95601,85,2,1,159
40.61042,-74.12277,299,3,0,33
40.66473,-73.98704,390,4,0,182
40.81892,-73.94647,70,3,1,94
40.85735,-73.9298,70,1,1,206
40.69212,-73.90188,170,7,0,166
40.77126,-73.95483,169,2,2,201
40.8004,-73.95645,125,1,1,94
40.81561,-73.95264,89,1,1,94
40.74041,-74.00141,200,1,0,34
40.71988,-73.94239,149,4,0,214
40.72594,-74.00136,180,4,1,178
40.67989,-74.00818,110,5,0,162
40.7267,-73.97965,205,1,0,64
40.71433,-73.95857,295,2,0,214
40.68773,-73.98778,175,5,0,19
40.68438,-73.95299,150,2,0,13
40.68691,-73.99818,109,3,0,43
40.68901,-73.95057,31,2,1,13
40.76873,-73.95487,202,1,0,201
40.71258,-73.96341,50,2,1,214
40.63213,-73.94598,55,4,1,60
40.72477,-73.98161,175,3,0,64
40.74304,-73.91699,73,1,1,189
40.6478,-73.96091,125,2,0,74
40.74657,-73.94555,120,5,0,117
40.76272,-73.98898,130,1,0,95
40.70393,-73.91427,120,2,0,28
40.73297,-73.98435,186,9,0,86
40.63575,-73.94235,85,1,0,60
40.72576,-73.98582,144,4,0,64
40.74738,-74.00134,179,3,0,34
40.67616,-73.9404,59,1,1,51
40.63835,-73.94402,90,1,0,60
40.73375,-73.9557,60,2,1,91
40.82232,-73.93647,77,3,1,94
40.71215,-73.95801,65,2,1,214
40.7474,-73.97847,85,1,1,137
40.58624,-73.9448,50,1,1,175
40.62726,-74.1588,150,5,0,122
40.64631,-73.96258,89,1,0,74
40.67218,-73.95368,125,2,0,51
40.84467,-73.94289,90,1,1,206
40.69968,-73.93588,85,1,1,28
40.71812,-73.95495,80,5,1,214
40.79747,-73.94106,91,1,0,61
40.83252,-73.94916,68,9,1,94
40.82358,-73.95178,300,2,0,94
40.63219,-73.95835,90,1,0,74
40.77824,-73.98325,275,3,0,202
40.85127,-73.92985,31,1,1,206
40.7509,-73.96963,250,5,0,127
40.80145,-73.95428,60,3,1,94
40.73433,-73.98371,99,5,1,86
40.76197,-73.92208,150,1,0,4
40.75815,-73.92893,150,4,0,117
40.82233,-73.93779,69,2,1,94
40.7613,-73.9153,125,1,0,4
40.61637,-74.02943,35,10,1,81
40.68258,-73.93893,145,3,0,13
40.71145,-73.95534,85,2,1,214
40.76084,-73.98936,89,5,1,95
40.72912,-73.97854,390,7,0,64
40.80904,-73.95807,180,3,0,130
40.82412,-73.93872,69,1,1,94
40.82663,-73.94108,170,3,0,94
40.71219,-73.99785,102,1,0,37
40.80073,-73.94465,85,3,1,61
40.68589,-73.95759,110,1,0,13
40.71346,-73.93883,75,1,1,214
40.68672,-73.96376,145,2,0,41
40.5949,-74.07084,199,1,0,2
40.7411,-74.00184,112,5,1,34
40.73212,-73.98247,150,2,1,86
40.68391,-73.91721,150,1,1,13
40.76273,-73.91316,122,6,0,4
40.73308,-73.95704,150,3,0,91
40.76382,-73.98007,305,4,0,127
40.74683,-73.98761,158,1,0,127
40.71864,-73.98496,190,1,0,119
40.77372,-73.94803,185,5,1,201
40.80972,-73.95774,95,2,0,130
40.70863,-73.95543,150,3,0,214
40.68075,-73.98181,240,3,0,85
40.68994,-73.93345,75,1,1,13
40.72402,-73.97778,300,2,0,64
40.82519,-73.90101,150,1,0,118
40.76938,-73.98689,160,3,0,202
40.81566,-73.94174,45,1,1,94
40.66167,-73.95098,49,5,1,159
40.67742,-73.93737,250,7,0,51
40.83477,-73.94293,75,2,1,206
40.7633,-73.9878,200,2,0,95
40.69976,-73.9319,35,2,1,28
40.67322,-73.91018,49,3,1,26
40.73008,-74.0005,500,1,0,92
40.80405,-73.96375,67,3,1,130
40.77123,-73.98782,140,7,0,202
40.78648,-73.9692,135,2,1,202
40.71928,-74.00799,1000,2,0,197
40.75826,-73.98923,400,5,0,95
40.6566,-73.96162,150,2,0,159
40.7172,-74.00675,295,3,0,197
40.72361,-73.98395,100,1,1,64
40.67718,-73.91405,135,4,0,13
40.72603,-73.98897,128,7,1,64
40.69502,-73.94711,37,2,2,13
40.65766,-73.99919,95,3,0,190
40.7308,-73.95394,60,1,1,91
40.58804,-73.95674,120,2,0,175
40.71443,-73.99348,55,7,1,35
40.83266,-73.9414,45,3,1,206
40.7355,-73.99964,329,4,0,209
40.70636,-73.91935,41,3,0,28
40.69158,-73.95958,150,4,0,13
40.76017,-73.90945,150,4,0,4
40.68746,-73.96115,150,5,0,41
40.71512,-73.94978,102,7,0,214
40.67748,-73.95101,300,2,0,51
40.57755,-73.96667,210,3,0,23
40.72476,-73.97643,250,4,0,64
40.68349,-73.96153,175,2,0,41
40.8228,-73.94442,76,5,1,94
40.80907,-73.94444,60,1,1,94
40.76245,-73.87938,55,1,1,59
40.66858,-73.99083,250,2,0,85
40.71276,-73.963,80,1,1,214
40.75921,-73.97361,250,3,1,127
40.73123,-73.98896,400,2,0,64
40.63473,-74.02833,100,2,0,7
40.70263,-73.91568,43,1,1,28
40.77441,-73.95692,100,1,1,201
40.77205,-73.91759,55,2,1,54
40.81372,-73.95612,195,1,0,94
40.70689,-74.01451,160,2,0,73
40.69507,-73.89599,195,5,0,84
40.71275,-73.95665,55,1,1,214
40.70685,-73.96663,82,1,1,214
40.70851,-73.949,116,4,0,214
40.68984,-73.92703,115,1,0,13
40.61674,-74.10169,175,1,0,93
40.78968,-73.97169,250,3,0,202
40.71319,-73.93606,160,2,0,214
40.82136,-73.95606,59,1,1,94
40.65491,-73.9222,139,4,0,60
40.73031,-73.98426,190,1,0,64
40.68661,-73.91707,65,2,1,13
40.7179,-73.96047,105,1,0,214
40.69286,-73.93235,45,3,1,13
40.69992,-73.92235,62,2,1,28
40.72217,-73.99375,200,1,0,145
40.72131,-73.99487,119,3,0,145
40.67146,-73.93483,29,5,1,51
40.74905,-73.90185,37,1,1,220
40.75771,-73.99407,100,1,1,95
40.66972,-73.97954,185,4,0,151
40.77001,-73.94915,150,1,0,201
40.67933,-73.96305,300,5,0,51
40.7615,-73.94323,455,2,0,117
40.75255,-74.00118,350,3,0,34
40.68851,-73.9574,60,3,1,13
40.70161,-73.93131,120,4,0,28
40.76311,-73.89098,100,2,1,59
40.73726,-73.99399,235,1,1,34
40.72018,-73.9573,185,1,0,214
40.75047,-73.88216,89,4,1,104
40.76266,-73.93929,60,7,1,117
40.80456,-73.96521,125,1,1,130
40.63966,-73.9716,52,1,1,108
40.68505,-73.8718,345,2,0,52
40.74022,-73.98003,200,2,0,112
40.65005,-73.94776,119,1,0,60
40.73452,-73.88795,70,1,1,123
40.67322,-73.95847,38,5,1,51
40.68389,-73.95557,80,3,1,13
40.72492,-73.95097,175,1,0,91
40.69132,-73.93866,132,2,0,13
40.7972,-73.96922,65,3,1,202
40.69135,-73.95859,175,2,0,13
40.81703,-73.93691,84,2,0,94
40.67632,-73.97616,250,7,0,151
40.74703,-73.98738,160,4,0,127
40.78789,-73.97679,50,5,1,202
40.77803,-73.91084,50,1,1,54
40.70438,-74.00894,100,1,1,73
40.66423,-73.99565,119,5,0,190
40.77174,-73.98934,200,3,0,202
40.73623,-74.00036,207,1,0,209
40.67731,-73.90733,99,2,0,52
40.66061,-73.99765,40,1,1,190
40.71603,-73.96417,650,2,0,214
40.58115,-74.09182,155,3,0,55
40.63694,-73.97487,70,3,1,108
40.77205,-73.98924,141,6,0,202
40.68279,-73.94805,80,7,0,13
40.73707,-74.00524,150,1,1,209
40.76447,-73.99056,649,2,0,95
40.77024,-73.99213,170,2,0,95
40.72459,-73.9462,95,1,0,91
40.78488,-73.9763,149,1,0,202
40.78145,-73.95588,250,3,0,201
40.86719,-73.92679,130,2,0,103
40.79282,-73.97353,360,6,0,202
40.71495,-73.96321,65,2,1,214
40.6456,-73.95065,40,1,1,60
40.61358,-73.95484,71,2,0,128
40.71472,-73.96225,120,6,1,214
40.80999,-73.95484,85,2,1,94
40.70748,-73.95503,75,2,1,214
40.74998,-73.99772,345,7,0,34
40.69787,-73.90008,38,2,1,166
40.72443,-73.98289,199,1,0,64
40.68742,-73.92825,50,2,1,13
40.76444,-73.92607,192,3,0,4
40.74502,-73.91355,180,3,0,189
40.72204,-73.98151,90,3,1,64
40.71417,-73.93767,60,2,1,214
40.69883,-73.90077,50,1,1,166
40.68786,-73.95211,200,5,0,13
40.68099,-73.97446,120,5,0,158
40.69725,-73.91181,95,1,2,28
40.70563,-74.00919,325,5,0,73
40.76207,-73.90541,149,2,0,4
40.76485,-73.98525,471,3,0,95
40.6916,-73.94714,77,2,1,13
40.75941,-73.99179,239,7,0,95
40.73714,-73.95333,55,2,1,91
40.84661,-73.93444,60,2,1,206
40.79213,-73.9704,89,10,0,202
40.70747,-73.95304,80,3,1,214
40.74271,-73.9046,34,3,1,220
40.75584,-73.99559,200,3,0,95
40.66978,-73.95009,188,1,0,51
40.67426,-73.96586,150,2,1,158
40.71255,-73.93922,100,3,0,214
40.74279,-73.90419,65,2,0,220
40.72394,-73.98872,165,2,0,64
40.66149,-73.94278,70,2,1,159
40.69175,-73.94334,150,2,0,13
40.68391,-73.99583,285,5,0,43
40.69824,-73.93231,60,1,1,28
40.71004,-73.95994,265,3,0,214
40.73296,-74.00235,220,3,0,209
40.81742,-73.95358,22,10,1,94
40.72909,-73.99125,200,2,0,144
40.70649,-73.94505,100,1,0,214
40.74745,-73.93656,135,3,1,117
40.7022,-73.93165,200,2,0,28
40.79013,-73.94958,174,3,0,61
40.73034,-74.01022,200,1,0,209
40.71332,-73.95591,75,4,1,214
40.80663,-73.94991,90,1,1,94
40.79496,-73.97349,140,1,0,202
40.82112,-73.95112,69,5,1,94
40.71707,-73.94708,200,1,0,214
40.67939,-73.94187,62,1,1,13
40.67517,-73.89814,135,1,1,63
40.80524,-73.95254,99,2,1,94
40.71023,-73.95827,100,2,1,214
40.76926,-73.98746,95,1,1,95
40.64115,-73.92837,70,1,1,60
40.69235,-73.97369,95,2,1,80
40.70621,-73.93663,70,2,1,214
40.68382,-73.96292,300,3,0,41
40.85521,-73.93528,50,4,1,206
40.74292,-73.99969,599,2,0,34
40.69457,-73.92109,280,2,0,28
40.74942,-73.88248,49,2,1,104
40.82376,-73.94198,85,1,1,94
40.74106,-73.97818,150,3,0,112
40.72329,-73.93758,180,1,0,91
40.78263,-73.97415,650,2,0,202
40.80343,-73.96796,120,4,1,202
40.72435,-73.98461,125,2,0,64
40.77122,-73.90944,130,2,0,54
40.71647,-73.94657,500,3,0,214
40.81884,-73.94579,173,3,1,94
40.69047,-73.9605,97,1,1,41
40.70336,-73.92657,184,1,0,28
40.67876,-73.9715,75,1,0,158
40.69251,-73.92478,25,2,1,28
40.82775,-73.94313,80,2,0,94
40.71038,-73.95397,45,3,1,214
40.6844,-73.9489,225,4,0,13
40.7078,-73.94619,135,1,0,214
40.80246,-73.95972,245,2,0,130
40.69675,-73.92964,54,4,1,28
40.69437,-73.94519,89,1,1,13
40.67247,-73.93616,450,1,0,51
40.77341,-73.95025,375,1,0,201
40.68557,-73.96056,60,4,1,41
40.79096,-73.97582,86,1,1,202
40.67292,-73.94137,75,1,0,51
40.75578,-73.99523,146,2,1,95
40.74124,-73.92273,100,3,1,189
40.74573,-73.97802,100,1,0,137
40.66426,-73.95773,60,1,1,51
40.70719,-74.00664,215,3,0,73
40.76148,-73.99489,350,1,1,95
40.76135,-73.98698,140,3,1,95
40.67918,-73.97408,108,3,0,151
40.63192,-73.94734,75,1,0,74
40.78147,-73.97806,150,1,0,202
40.81493,-73.93953,175,5,0,94
40.81192,-73.90949,64,3,1,134
40.74771,-73.9474,130,3,1,117
40.65475,-74.01211,109,2,0,190
40.79249,-73.94592,120,7,0,61
40.79415,-73.97323,90,5,1,202
40.74221,-73.9974,220,8,0,34
40.76714,-73.95922,160,1,0,201
40.75293,-73.93757,74,1,1,117
40.71208,-73.95126,99,3,1,214
40.75631,-73.90199,86,2,1,220
40.73125,-73.98675,480,3,0,64
40.68908,-73.97309,115,2,0,80
40.68832,-73.97731,175,3,0,80
40.7225,-73.9894,200,3,0,119
40.67749,-73.98031,179,2,0,151
40.82226,-73.88906,60,3,1,118
40.60683,-73.99743,123,2,0,17
40.77638,-73.9476,215,1,0,201
40.81927,-73.94631,99,1,1,94
40.78825,-73.9487,60,8,1,61
40.65739,-73.9806,159,2,0,216
40.7617,-73.98931,150,1,1,95
40.71299,-73.96559,280,2,0,214
40.74318,-73.97916,800,2,0,112
40.70019,-73.94098,38,1,1,28
40.75624,-73.96417,200,2,0,127
40.73434,-74.00462,300,4,0,209
40.68001,-73.90547,35,7,1,52
40.72653,-74.00054,225,3,0,178
40.72101,-74.00189,130,1,1,178
40.81916,-73.94562,50,4,1,94
40.72236,-73.97756,200,5,0,64
40.68875,-73.916,159,3,0,28
40.77877,-73.97872,150,3,0,202
40.71466,-73.98676,80,1,1,119
40.77112,-73.95405,175,2,0,201
40.68063,-73.95015,140,3,0,13
40.7638,-73.91622,115,2,0,4
40.70192,-73.92928,45,1,1,28
40.69242,-73.95097,99,2,0,13
40.8235,-73.95144,68,1,1,94
40.76954,-73.94904,91,2,0,201
40.71495,-73.99056,60,1,1,35
40.68465,-73.93847,39,2,1,13
40.74272,-73.89013,200,1,1,68
40.72316,-73.99577,399,3,1,145
40.68558,-73.9281,85,3,0,13
40.7733,-73.90569,225,1,0,54
40.83255,-73.94411,38,1,1,206
40.65046,-73.95067,38,2,1,60
40.6943,-73.96917,45,2,2,41
40.83551,-73.94232,72,2,1,206
40.74312,-73.91185,55,1,1,220
40.71681,-73.9408,70,5,1,214
40.82681,-73.9426,35,5,1,94
40.68699,-73.9635,70,2,1,41
40.70094,-73.9435,120,7,0,214
40.73742,-73.98052,249,2,0,86
40.7961,-73.963,90,1,1,202
40.72018,-73.98521,250,3,0,119
40.63284,-73.91149,80,2,1,30
40.686,-73.94133,50,1,1,13
40.58085,-74.15443,43,10,1,143
40.67865,-73.94231,75,1,1,13
40.7658,-73.98795,180,1,1,95
40.69032,-73.95,65,5,1,13
40.85043,-73.936,110,4,0,206
40.71333,-73.99419,300,2,0,35
40.68576,-73.9456,70,2,1,13
40.71104,-73.96098,199,2,0,214
40.72613,-73.98062,250,1,0,64
40.70763,-74.00778,100,3,1,73
40.74237,-73.91112,65,3,1,220
40.73877,-73.98171,80,1,1,112
40.67821,-73.97484,200,2,0,151
40.68535,-73.94959,138,3,0,13
40.69641,-73.90994,79,1,1,28
40.62345,-73.93001,89,1,1,76
40.73419,-73.95905,115,5,1,91
40.73014,-74.00754,159,2,1,209
40.76246,-73.95985,195,1,0,201
40.80491,-73.94752,139,5,0,94
40.71607,-73.96365,250,3,0,214
40.76279,-73.99463,15,2,0,95
40.7739,-73.94803,250,7,0,201
40.68217,-73.9534,45,3,1,13
40.76786,-73.96973,280,4,0,201
40.71031,-73.9583,140,2,0,214
40.66514,-73.95688,185,3,0,51
40.75561,-73.96472,175,4,0,127
40.66525,-73.99524,170,2,0,190
40.66489,-73.9805,80,2,1,182
40.68472,-73.9418,650,1,0,13
40.71366,-73.94021,49,7,0,214
40.7235,-73.98534,1000,3,0,64
40.67251,-73.95334,45,2,1,51
40.68994,-73.95908,60,3,1,13
40.69956,-73.89801,80,4,0,166
40.77598,-73.98917,299,3,0,202
40.72743,-73.94491,60,3,1,91
40.69291,-73.95142,80,1,1,13
40.65879,-73.97733,150,5,0,216
40.70867,-73.94799,180,2,0,214
40.68639,-73.9202,38,2,1,13
40.71992,-73.9413,100,1,1,214
40.6863,-73.92635,51,1,1,13
40.72583,-73.97945,168,3,0,64
40.8305,-73.94824,135,4,0,94
40.86158,-73.92393,60,1,1,103
40.686,-73.98579,125,3,0,19
40.72095,-73.99756,1200,1,0,145
40.6627,-73.95875,75,5,1,159
40.71423,-73.96234,65,1,1,214
40.66389,-73.93736,150,2,1,51
40.78873,-73.97402,195,2,0,202
40.70048,-73.9295,54,7,1,28
40.77518,-73.95618,200,5,0,201
40.72812,-73.99983,180,2,0,92
40.70743,-73.92294,175,4,0,28
40.79174,-73.97755,200,6,0,202
40.77041,-73.96109,300,2,0,201
40.8212,-73.92859,80,3,0,47
40.7518,-73.97158,145,3,0,127
40.6882,-73.94444,70,2,1,13
40.69552,-73.91165,65,3,1,28
40.70789,-74.0108,80,1,1,73
40.72021,-73.95949,180,2,0,214
40.76437,-73.9195,65,4,0,4
40.82881,-73.94566,40,3,1,94
40.75868,-73.92615,122,2,0,4
40.72434,-73.98047,340,2,0,64
40.76574,-73.95875,141,1,1,201
40.7189,-73.98599,200,4,0,119
40.80761,-73.94305,150,2,1,94
40.73048,-73.98689,122,5,0,64
40.71772,-73.98882,329,3,0,119
40.74454,-73.92394,125,1,0,189
40.711,-73.95827,185,2,0,214
40.76444,-73.98728,120,5,1,95
40.84992,-73.90346,50,1,1,136
40.7183,-73.98639,75,2,1,119
40.76121,-73.98895,169,1,1,95
40.72591,-73.95645,210,2,0,91
40.79993,-73.96475,137,3,1,202
40.65551,-73.94206,199,2,0,60
40.65053,-73.97438,225,7,0,216
40.72063,-73.95952,200,2,0,214
40.75061,-73.97233,85,1,1,127
40.67839,-73.92532,150,2,0,13
40.70306,-73.92526,110,3,0,28
40.71316,-73.95648,98,7,0,214
40.72276,-73.99499,145,2,0,145
40.76844,-73.95341,10,3,0,201
40.77813,-73.97574,150,2,1,202
40.78324,-73.94734,275,6,0,201
40.63149,-74.12393,49,2,1,207
40.67215,-73.94281,50,2,1,51
40.75751,-73.91678,85,2,0,4
40.67483,-73.94697,40,1,1,51
40.80464,-73.96418,70,3,1,130
40.78929,-73.94178,70,1,2,61
40.66959,-73.95664,52,4,1,51
40.67954,-73.948,100,4,0,13
40.70294,-73.93711,70,1,1,214
40.71917,-73.98343,442,1,0,119
40.70736,-73.94331,157,4,0,214
40.71685,-73.9615,200,2,0,214
40.73999,-73.98122,175,3,1,112
40.63442,-73.97318,55,7,0,108
40.69387,-73.94688,62,3,1,13
40.59446,-73.94289,105,2,0,175
40.72957,-73.97715,189,2,0,188
40.82734,-73.94718,85,4,0,94
40.71238,-73.94848,70,1,1,214
40.76387,-73.98021,420,1,0,127
40.7166,-73.96379,375,2,0,214
40.77305,-73.9082,70,3,0,54
40.71481,-74.00934,184,4,0,197
40.68758,-73.9195,94,4,0,13
40.67497,-73.97913,235,5,0,151
40.69216,-73.90859,25,1,1,28
40.67651,-73.98007,125,2,0,151
40.71673,-73.94442,101,2,0,214
40.77859,-73.97964,750,1,0,202
40.76258,-73.96252,150,1,1,201
40.73419,-74.00213,197,2,0,209
40.74405,-73.91502,100,1,0,189
40.81558,-73.95847,73,6,1,130
40.76366,-73.98849,260,1,0,95
40.69517,-73.93808,85,1,0,13
40.71483,-73.95243,110,5,0,214
40.8604,-73.92716,85,3,0,103
40.81511,-73.94315,115,3,0,94
40.86083,-73.92626,140,3,0,103
40.69649,-73.93645,38,1,1,13
40.68388,-74.00484,210,2,0,45
40.72527,-74.00043,105,1,1,178
40.76769,-73.92564,55,1,1,4
40.73114,-73.98439,110,7,0,64
40.76457,-73.98796,300,1,0,95
40.85171,-73.92894,80,3,0,206
40.6949,-73.90954,45,1,1,28
40.68988,-73.94137,116,2,0,13
40.77028,-73.92112,45,5,1,4
40.63076,-73.95851,45,1,1,74
40.76301,-73.94959,85,3,1,169
40.71844,-74.00228,152,3,0,35
40.73912,-73.92075,55,1,1,189
40.71995,-73.99975,120,3,1,178
40.70299,-73.98624,160,1,1,53
40.72672,-74.00066,200,2,0,178
40.80396,-73.94038,125,3,0,61
40.71506,-73.95192,150,3,0,214
40.66986,-73.98668,120,2,0,151
40.63196,-73.94572,175,2,1,60
40.70639,-73.95552,55,3,1,214
40.69455,-73.93445,34,4,1,13
40.71932,-73.98995,150,3,0,119
40.71019,-73.95439,55,3,1,214
40.72792,-73.98718,125,7,0,64
40.69049,-73.93014,124,2,0,13
40.69,-73.96788,55,7,1,41
40.77691,-73.92662,95,3,0,54
40.71982,-74.01134,197,1,0,197
40.77297,-73.9553,122,10,1,201
40.72788,-73.9939,180,2,0,144
40.71981,-73.9856,699,2,0,119
40.76207,-73.98935,160,1,0,95
40.68054,-73.91374,700,1,0,13
40.73692,-73.99219,1495,1,0,34
40.68814,-73.97452,150,2,0,80
40.68696,-73.94391,35,1,1,13
40.67034,-73.95169,30,3,1,51
